,Temperature,Exp,Exp.1,Exp.2,Exp.3,Exp.4,Exp.5,Exp.6,Exp.7,Exp.8,Exp.9,Exp.10,Exp.11,Exp.12,Exp.13,Exp.14,Exp.15,Exp.16,Exp.17,Exp.18,Exp.19,Exp.20,Exp.21,Exp.22,Exp.23,Exp.24,Exp.25,Exp.26,Exp.27,Exp.28,Exp.29,Exp.30,Exp.31,Exp.32,Exp.33,Exp.34,Exp.35,Exp.36,Exp.37,Exp.38,Exp.39,Exp.40,Exp.41,Exp.42,Exp.43,Exp.44,Exp.45,Exp.46,Exp.47,Exp.48,Exp.49,Exp.50,Exp.51,Exp.52,Exp.53,Exp.54
25,50,0.04682885922346533,0.04690372308165662,0.050157287303689076,0.055345321174806034,0.13767249251163585,0.13580011149124538,0.13461452015718198,0.16794944929248376,0.9998956893912232,0.9989450109158695,0.9985861459203245,0.9959536799016746,0.05112365387488664,0.05118906453015328,0.0407122003167604,0.05822670171063635,0.13267802829818365,0.13262878778729137,0.12800585673737075,0.17741004190869258,0.9999489335221495,0.9988293881304922,0.9808424967153528,0.9968456018979672,0.057234078787667425,0.05470403974082356,0.05414116494092657,0.05683142777362925,0.13406117489896635,0.1275322264680846,0.1425581798066678,0.1814201846217419,1.0,1.0,1.0,0.9994339777673461,0.05556702204987857,0.056517501944782625,0.05878620472658446,0.05907960234900998,0.1337160973449343,0.13186344901834282,0.13607931935649364,0.1659144039899379,0.9974521889373118,0.9981535547909509,0.9983456443363494,0.9971878331316189,0.050764561948757586,0.052411802528482765,0.055404650826739475,0.0599154972627337,0.13367567108302716,0.13658915309066819,0.14723066355901354
